"crossdefense_direction","crossdefense_helped","crossdefense_phase","crossdefense_defense","crossdefense_time","crossdefense_successfail","defense0Position","startDefense","allianceColor","defense5Position","matchNumber","defense1Position","withBall","defense4Position","defense3Position","scouterName","defense2Position","teamNumber","scouterNotes","Shoot_goal","Shoot_location","Shoot_timestamp","Shoot_phase","Shoot_goalHeight","Shoot_defender","Shoot_scoremiss","loadBall_location","loadBall_phase","loadBall_floorair","loadBall_successfail","dropball_location","dropball_fumbleeject","challenge_phase","challenge_successfail","Defend_goal","Defend_phase","Defend_blockscore","challenge_partOfBatter","Reach_phase","Reach_defense","climb_partOfBatter","climb_phase","climb_successfail"
"cross","false","teleop","1",1400,"fail","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","","Left","outerworks",1456889872000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2600,"success","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",10500,"success","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","","Left","batter",1456889872000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",3000,"success","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","","Left","batter",1456889872000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1400,"success","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","","Left","batter",1456889872000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1500,"fail","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","","Left","outerworks",1456889872000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"success","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","","Left","courtyard",1456889872000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1600,"fail","SpyBot","LowBar","red","RockWall","81","LowBar","true","Drawbridge","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",2800,"fail","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","1",2400,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",1500,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","1",1000,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",1900,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","","Left","outerworks",1456889894000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1100,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",5600,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","true","teleop","5",6700,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",4100,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","","Center","batter",1456889894000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",5400,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",5500,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","","Left","batter",1456889894000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2000,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",9700,"success","SpyBot","LowBar","red","RockWall","87","LowBar","true","SallyPort","Moat","Kobe","Cheval","10","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1800,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Left","batter",1456889907000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1600,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",1300,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Left","outerworks",1456889908000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2800,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",6700,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Center","batter",1456889908000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",7000,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",3400,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Center","batter",1456889908000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2700,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Left","batter",1456889908000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1100,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Left","outerworks",1456889908000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1500,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","","Left","batter",1456889908000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2400,"success","SpyBot","LowBar","red","RockWall","91","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","10","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","102","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","102","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"highRight","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","102","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"highRight","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","102","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
"cross","false","teleop","1",1700,"success","SpyBot","LowBar","red","RoughTerrain","102","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","102","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
"cross","false","autonomous","1",1700,"success","SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!","Left","outerworks",1456889631000,"autonomous","Low","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1700,"success","SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
"cross","false","teleop","1",2400,"success","SpyBot","LowBar","red","RockWall","14","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","141","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","141","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","141","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","141","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
"cross","false","teleop","1",1100,"fail","SpyBot","LowBar","red","RoughTerrain","141","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","141","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","12","",,,,,,,,,,,,,,"teleop","fail",,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,,,"highLeft","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
"cross","false","teleop","1",2000,"success","SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","143","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","12","",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","38","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","12","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","38","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","12","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","38","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","12","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","38","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","12","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
"cross","false","teleop","1",2800,"fail","SpyBot","LowBar","red","RoughTerrain","38","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","12","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","55","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","55","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","block",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","55","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","LowBar","red","RoughTerrain","55","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","12","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
